# RA = 11 04 27.34(166.11392)
# Dec = +38 12 32.40(38.209)
# Redshift = 0.0
# NH = 1.92E20 
# BeppoSAX Spectra (Giommi et al. 2002) (id = 112)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4770E15     0.0000E00    2.3536E-10   7.8169E-12    56771.263843    56771.267645
1.3440E15     0.0000E00    1.6121E-10   5.3541E-12    57550.83    57550.834395
1.1380E15     0.0000E00    2.1360E-10   7.0939E-12    56771.27169    56771.274919
1.1380E15     0.0000E00    1.7441E-10   5.7928E-12    56779.930961    56779.93258
1.3440E15     0.0000E00    2.0295E-10   7.9166E-12    56779.929329    56779.930887
1.4770E15     0.0000E00    1.3175E-10   4.3756E-12    57544.778183    57544.781176
1.1380E15     0.0000E00    1.8264E-10   6.0657E-12    56767.188044    56767.191581
1.3440E15     0.0000E00    1.9561E-10   7.6303E-12    56780.993032    56780.994853
1.3440E15     0.0000E00    2.4853E-10   8.2543E-12    56771.267766    56771.271568
1.4770E15     0.0000E00    1.7528E-10   5.8216E-12    57425.254699    57425.258501
1.4770E15     0.0000E00    1.3669E-10   4.5399E-12    57476.237477    57476.241347
1.1380E15     0.0000E00    1.2752E-10   4.2353E-12    57476.245463    57476.249215
1.1380E15     0.0000E00    1.3855E-10   4.6014E-12    57555.008819    57555.019245
1.3440E15     0.0000E00    1.3658E-10   4.5361E-12    57513.940266    57513.943658
8.5630E14     0.0000E00    1.4968E-10   3.8971E-12    56616.784132    56616.797866
1.1380E15     0.0000E00    1.8775E-10   6.2357E-12    56649.546875    56649.550605
1.4770E15     0.0000E00    2.0500E-10   6.8082E-12    56649.539306    56649.542971
1.3440E15     0.0000E00    2.2048E-10   7.3228E-12    56649.54309    56649.546756
8.5630E14     0.0000E00    1.4831E-10   3.8613E-12    56616.799444    56616.810697
1.3440E15     0.0000E00    1.5395E-10   5.1130E-12    57534.593681    57534.606707
1.3440E15     0.0000E00    1.3409E-10   4.4532E-12    57482.28963    57482.293739
1.3440E15     0.0000E00    1.2805E-10   4.2529E-12    57477.977234    57477.980831
1.1380E15     0.0000E00    1.2291E-10   4.0821E-12    57480.241354    57480.244878
1.3440E15     0.0000E00    1.4568E-10   5.6825E-12    57480.238877    57480.241255
1.4770E15     0.0000E00    1.3544E-10   4.4982E-12    57480.2364    57480.240018
1.3440E15     0.0000E00    2.3517E-10   7.8105E-12    57460.960961    57460.96482
1.4770E15     0.0000E00    1.1265E-10   3.7415E-12    57477.97353    57477.977127
1.1380E15     0.0000E00    1.1630E-10   3.8627E-12    57477.980949    57477.984632
1.1380E15     0.0000E00    1.1846E-10   3.9344E-12    57482.293866    57482.297819
1.3440E15     0.0000E00    3.8316E-10   1.4947E-11    56397.968044    56397.969967
1.4770E15     0.0000E00    1.4988E-10   4.9777E-12    57519.914491    57519.918088
1.3440E15     0.0000E00    1.9028E-10   6.3194E-12    57424.328067    57424.331926
1.1380E15     0.0000E00    1.5052E-10   4.9990E-12    57519.921921    57519.925602
1.4770E15     0.0000E00    1.7855E-10   5.9298E-12    57424.324086    57424.327945
1.1380E15     0.0000E00    1.6353E-10   5.4311E-12    57424.33206    57424.336021
1.1380E15     0.0000E00    1.6353E-10   5.4311E-12    57425.262546    57425.265885
1.3440E15     0.0000E00    1.9028E-10   6.3194E-12    57425.258623    57425.262425
1.3440E15     0.0000E00    1.4838E-10   5.7881E-12    57538.255671    57538.257605
1.1380E15     0.0000E00    3.1447E-10   1.0444E-11    56397.970046    56397.972156
1.1380E15     0.0000E00    1.4374E-10   4.7740E-12    57527.613576    57527.623396
1.1380E15     0.0000E00    1.3601E-10   4.5174E-12    57550.834525    57550.836946
1.4770E15     0.0000E00    1.4851E-10   4.9321E-12    57550.825475    57550.829869
1.1380E15     0.0000E00    1.2178E-10   4.0447E-12    57544.784387    57544.787426
1.1380E15     0.0000E00    1.3601E-10   4.5174E-12    57551.286968    57551.289512
1.3440E15     0.0000E00    1.4041E-10   5.4769E-12    57544.781285    57544.784278
1.1380E15     0.0000E00    1.2752E-10   4.2353E-12    57538.257685    57538.259661
1.1380E15     0.0000E00    2.0970E-10   6.9644E-12    56773.87338    56773.8811
1.4770E15     0.0000E00    1.4714E-10   4.8869E-12    56669.16603    56669.169787
1.4770E15     0.0000E00    2.2272E-10   7.3968E-12    56743.045775    56743.063173
1.3440E15     0.0000E00    2.2667E-10   7.5280E-12    56743.252002    56743.258265
1.1380E15     0.0000E00    1.8097E-10   6.0102E-12    56743.258438    56743.277777
1.4770E15     0.0000E00    2.0312E-10   6.7459E-12    56745.058102    56745.062086
1.4770E15     0.0000E00    2.0126E-10   6.6840E-12    56743.245567    56743.261484
1.1380E15     0.0000E00    1.8264E-10   6.0657E-12    56745.066331    56745.070049
1.3440E15     0.0000E00    2.1448E-10   7.1233E-12    56745.062211    56745.066195
1.4770E15     0.0000E00    2.7526E-10   9.1419E-12    57189.001609    57189.013003
1.4770E15     0.0000E00    2.0881E-10   6.9348E-12    56716.310463    56716.314026
1.1380E15     0.0000E00    1.2990E-10   4.3141E-12    56669.173785    56669.177008
1.3440E15     0.0000E00    2.1647E-10   7.1892E-12    56716.314144    56716.317706
1.1380E15     0.0000E00    1.3231E-10   4.3942E-12    56708.038287    56708.042614
1.3440E15     0.0000E00    1.5973E-10   6.2307E-12    56667.50338    56667.504516
1.1380E15     0.0000E00    1.8433E-10   6.1218E-12    56716.317824    56716.321439
1.1380E15     0.0000E00    1.3477E-10   4.4759E-12    56667.424583    56667.428623
1.4770E15     0.0000E00    1.4988E-10   4.9777E-12    56667.41794    56667.422286
1.3440E15     0.0000E00    1.5254E-10   5.0662E-12    56669.169907    56669.173664
1.3440E15     0.0000E00    1.2006E-10   3.9873E-12    53460.046748    53460.057148
5.5500E14     0.0000E00    6.7961E-11   1.4005E-12    53847.252674    53847.259688
1.3440E15     0.0000E00    1.8681E-10   7.2868E-12    56779.450648    56779.453038
1.1380E15     0.0000E00    1.6657E-10   5.5320E-12    56780.994942    56780.996478
1.1380E15     0.0000E00    2.0777E-10   6.9006E-12    56761.455926    56761.460312
8.5630E14     0.0000E00    9.1864E-11   3.0511E-12    53900.016759    53900.018847
1.4770E15     0.0000E00    1.1796E-10   3.9178E-12    53460.04265    53460.058423
1.1380E15     0.0000E00    1.0318E-10   3.4268E-12    53460.049178    53460.057022
5.5500E14     0.0000E00    9.1253E-11   1.8806E-12    53460.045891    53460.049839
1.4770E15     0.0000E00    1.7528E-10   5.8216E-12    56779.448171    56779.450561
1.3440E15     0.0000E00    6.3589E-11   2.1120E-12    53847.320694    53847.326298
1.1380E15     0.0000E00    1.6353E-10   5.4311E-12    56779.453137    56779.455483
1.1380E15     0.0000E00    6.8169E-11   2.2640E-12    53847.387338    53847.392977
1.4770E15     0.0000E00    6.8508E-11   2.2753E-12    53847.255243    53847.347571
8.5630E14     0.0000E00    1.0260E-10   2.6714E-12    53847.252847    53847.258196
1.1380E15     0.0000E00    1.9843E-10   6.5900E-12    56743.058438    56743.073268
1.3440E15     0.0000E00    2.3517E-10   7.8105E-12    56743.052106    56743.064461
1.4770E15     0.0000E00    1.8524E-10   6.1522E-12    56780.991123    56780.992942
1.4770E15     0.0000E00    1.9758E-10   6.5621E-12    56779.927685    56779.929243
1.4770E15     0.0000E00    2.2685E-10   7.5342E-12    56761.446817    56761.451246
1.4770E15     0.0000E00    1.9758E-10   6.5621E-12    56780.048032    56780.05
1.1380E15     0.0000E00    1.7766E-10   5.9005E-12    56779.118866    56779.120769
1.3440E15     0.0000E00    2.0672E-10   6.8657E-12    56778.05162    56778.054964
1.4770E15     0.0000E00    1.9219E-10   6.3832E-12    56777.00081    56777.015222
1.1380E15     0.0000E00    1.7603E-10   5.8464E-12    56777.006343    56777.024199
1.4770E15     0.0000E00    1.5127E-10   5.0238E-12    56708.034155    56708.03857
1.4770E15     0.0000E00    1.7208E-10   5.7153E-12    56778.049792    56778.051532
1.3440E15     0.0000E00    2.1057E-10   8.2137E-12    56779.116852    56779.118786
1.3440E15     0.0000E00    2.0295E-10   6.7403E-12    56777.003576    56777.017988
1.3440E15     0.0000E00    2.0863E-10   6.9291E-12    56767.184352    56767.187926
1.3440E15     0.0000E00    2.4853E-10   8.2543E-12    56763.72537    56763.729628
1.4770E15     0.0000E00    2.1665E-10   7.1952E-12    56776.114213    56776.124433
1.4770E15     0.0000E00    2.3536E-10   7.8169E-12    56763.720972    56763.72523
1.1380E15     0.0000E00    2.1756E-10   7.2257E-12    56763.729757    56763.733934
1.3440E15     0.0000E00    2.3735E-10   7.8828E-12    56753.052546    56753.056075
1.4770E15     0.0000E00    1.9577E-10   6.5018E-12    56767.18066    56767.184234
1.3440E15     0.0000E00    2.2667E-10   7.5280E-12    56776.132442    56776.136822
1.1380E15     0.0000E00    1.7603E-10   5.8464E-12    56778.053437    56778.056317
1.3440E15     0.0000E00    1.5538E-10   6.0609E-12    56708.036215    56708.038195
1.3440E15     0.0000E00    2.2048E-10   7.3228E-12    56775.13706    56775.144858
1.1380E15     0.0000E00    1.8775E-10   6.2357E-12    56775.261505    56775.265194
1.1380E15     0.0000E00    1.8603E-10   6.1785E-12    56775.140671    56775.147473
1.4770E15     0.0000E00    2.4421E-10   8.1103E-12    56774.314444    56774.32417
1.4770E15     0.0000E00    2.1074E-10   6.9990E-12    56775.133461    56775.141258
1.3440E15     0.0000E00    2.1252E-10   7.0580E-12    56776.93272    56776.936419
1.4770E15     0.0000E00    1.9398E-10   6.4423E-12    56779.114838    56779.116771
1.4770E15     0.0000E00    2.0689E-10   6.8713E-12    56776.9289    56776.9326
1.3440E15     0.0000E00    2.1057E-10   8.2137E-12    56780.050093    56780.052061
1.1380E15     0.0000E00    1.7931E-10   5.9551E-12    56780.052141    56780.054107
1.1380E15     0.0000E00    1.8603E-10   6.1785E-12    56776.936539    56776.940188
1.3440E15     0.0000E00    2.5084E-10   9.7844E-12    56774.324398    56774.325928
1.4770E15     0.0000E00    2.1074E-10   6.9990E-12    56775.253935    56775.2576
1.3440E15     0.0000E00    2.3954E-10   7.9557E-12    56773.935104    56773.939624
1.1380E15     0.0000E00    9.8535E-11   4.5326E-12    53900.486238    53900.486578
1.4770E15     0.0000E00    2.3320E-10   7.7453E-12    56773.865139    56773.873654
1.3440E15     0.0000E00    1.3658E-10   4.5361E-12    57505.964988    57505.968848
1.3440E15     0.0000E00    1.6270E-10   5.4035E-12    57041.487095    57041.490931
1.1380E15     0.0000E00    1.3982E-10   4.6439E-12    57041.491053    57041.494367
1.4770E15     0.0000E00    1.5840E-10   5.2607E-12    57041.483137    57041.486973
1.4770E15     0.0000E00    1.5408E-10   5.1173E-12    57096.200185    57096.203702
1.1380E15     0.0000E00    1.5473E-10   5.1390E-12    57031.045775    57031.047851
1.1380E15     0.0000E00    1.1524E-10   3.8272E-12    57062.12265    57062.125621
1.3440E15     0.0000E00    1.5395E-10   5.1130E-12    57035.236597    57035.240422
1.1380E15     0.0000E00    1.3231E-10   4.3942E-12    57035.240544    57035.243669
1.4770E15     0.0000E00    1.4446E-10   4.7977E-12    57035.23265    57035.236475
1.3440E15     0.0000E00    1.7036E-10   1.1943E-11    57031.043264    57031.046961
1.4770E15     0.0000E00    2.2272E-10   1.5613E-11    57024.963021    57024.96672
1.1380E15     0.0000E00    1.3982E-10   4.6439E-12    57112.030162    57112.033939
1.3440E15     0.0000E00    1.8005E-10   5.9797E-12    57127.263391    57127.267376
1.4770E15     0.0000E00    1.3544E-10   4.4982E-12    57112.021736    57112.025823
1.1380E15     0.0000E00    1.5473E-10   5.1390E-12    57127.2675    57127.271431
1.3440E15     0.0000E00    2.0863E-10   6.9291E-12    57114.222951    57114.22805
1.1380E15     0.0000E00    1.7603E-10   5.8464E-12    57114.2264    57114.233448
1.4770E15     0.0000E00    1.9758E-10   6.5621E-12    57114.219491    57114.227935
1.3440E15     0.0000E00    1.2805E-10   4.9950E-12    57485.894051    57485.896518
1.4770E15     0.0000E00    1.6134E-10   5.3585E-12    57056.0561    57056.059902
1.1380E15     0.0000E00    1.9301E-10   6.4104E-12    57197.929201    57197.932555
1.3440E15     0.0000E00    1.9924E-10   6.6173E-12    57197.925428    57197.929082
1.4770E15     0.0000E00    1.5840E-10   5.2607E-12    57197.921667    57197.925321
1.4770E15     0.0000E00    1.2239E-10   4.0648E-12    57485.892778    57485.895244
1.4770E15     0.0000E00    1.4182E-10   4.7101E-12    57161.788403    57161.799789
1.3440E15     0.0000E00    1.6573E-10   5.5040E-12    57167.912697    57167.92359
1.4770E15     0.0000E00    1.1265E-10   3.7415E-12    57491.874606    57491.878725
1.1380E15     0.0000E00    1.1210E-10   3.7229E-12    57485.895336    57485.897682
1.4770E15     0.0000E00    1.1581E-10   3.8462E-12    57487.887431    57487.890752
1.3440E15     0.0000E00    1.3784E-10   4.5780E-12    57062.11941    57062.12254
1.3440E15     0.0000E00    1.7036E-10   6.6457E-12    57056.060023    57056.061752
1.1380E15     0.0000E00    1.0413E-10   3.4584E-12    57487.892234    57487.895888
1.3440E15     0.0000E00    1.2456E-10   4.8589E-12    57487.936725    57487.937428
1.4770E15     0.0000E00    1.3054E-10   4.3355E-12    57062.116169    57062.119299
1.1380E15     0.0000E00    1.8433E-10   6.1218E-12    57053.009803    57053.013793
1.3440E15     0.0000E00    2.2048E-10   7.3228E-12    57053.005417    57053.009675
1.4770E15     0.0000E00    2.0881E-10   6.9348E-12    57053.00103    57053.005288
1.1380E15     0.0000E00    1.2990E-10   5.0669E-12    57082.236331    57082.237448
1.4770E15     0.0000E00    3.7997E-10   1.2619E-11    56394.025683    56394.05228
1.1380E15     0.0000E00    3.5123E-10   1.1665E-11    56393.916609    56393.921212
1.4770E15     0.0000E00    4.0527E-10   1.3460E-11    56393.911088    56393.916869
1.1380E15     0.0000E00    3.3852E-10   1.1243E-11    56394.033252    56394.06563
1.1380E15     0.0000E00    1.4913E-10   4.9532E-12    57103.913125    57103.916577
1.3440E15     0.0000E00    2.2048E-10   1.5457E-11    57024.96684    57024.97054
1.1380E15     0.0000E00    1.4913E-10   4.9532E-12    57100.187049    57100.190199
1.3440E15     0.0000E00    1.5254E-10   5.0662E-12    57112.025949    57112.030036
1.3440E15     0.0000E00    1.8005E-10   5.9797E-12    57103.909016    57103.913001
1.4770E15     0.0000E00    3.6962E-10   1.2276E-11    56397.96603    56397.967953
1.1380E15     0.0000E00    1.9843E-10   6.5900E-12    57024.97066    57024.974222
1.1380E15     0.0000E00    3.1447E-10   1.0444E-11    56400.041782    56400.067219
1.4770E15     0.0000E00    3.7997E-10   1.2619E-11    56396.96419    56396.982801
1.1380E15     0.0000E00    3.3542E-10   1.1140E-11    56396.969097    56396.987402
1.1380E15     0.0000E00    3.1739E-10   1.0541E-11    56394.918576    56394.954459
1.4770E15     0.0000E00    3.9787E-10   1.3214E-11    56399.03522    56399.060086
1.1380E15     0.0000E00    3.4482E-10   1.1452E-11    56396.031667    56396.05546
1.4770E15     0.0000E00    3.9422E-10   1.3093E-11    56396.02963    56396.046
1.1380E15     0.0000E00    1.0318E-10   3.4268E-12    57491.880914    57491.884548
1.3440E15     0.0000E00    1.6270E-10   5.4035E-12    57096.203819    57096.207337
1.3440E15     0.0000E00    1.4568E-10   4.8382E-12    57089.014375    57089.017551
1.4770E15     0.0000E00    1.6586E-10   5.5085E-12    57100.179294    57100.183051
1.4770E15     0.0000E00    1.3923E-10   4.6242E-12    57089.011088    57089.014263
1.4770E15     0.0000E00    1.3796E-10   5.3813E-12    57082.233588    57082.234884
1.3440E15     0.0000E00    1.4433E-10   4.7939E-12    57094.067789    57094.070948
1.1380E15     0.0000E00    1.2520E-10   4.1581E-12    57094.069039    57094.072094
1.3440E15     0.0000E00    1.7676E-10   5.8706E-12    57100.183171    57100.186928
1.1380E15     0.0000E00    1.2636E-10   4.1965E-12    57089.017662    57089.020775
1.1380E15     0.0000E00    1.3855E-10   4.6014E-12    57096.207454    57096.211729
1.1380E15     0.0000E00    3.4801E-10   1.1558E-11    56399.040231    56399.073322
1.4770E15     0.0000E00    1.6895E-10   5.6110E-12    57103.904907    57103.908892
1.3440E15     0.0000E00    1.7515E-10   5.8167E-12    57108.048565    57108.052356
1.3440E15     0.0000E00    1.1787E-10   3.9145E-12    57491.877755    57491.881873
1.1380E15     0.0000E00    1.5761E-10   5.2346E-12    57108.052477    57108.056165
1.4770E15     0.0000E00    1.6134E-10   5.3585E-12    57108.044653    57108.048444
1.4770E15     0.0000E00    1.2698E-10   4.2173E-12    57094.066539    57094.068493
1.4770E15     0.0000E00    1.7051E-10   5.6628E-12    57160.923449    57160.927342
1.1380E15     0.0000E00    1.2405E-10   4.1199E-12    57509.950683    57509.95408
1.3440E15     0.0000E00    1.6880E-10   5.6063E-12    57172.241181    57172.244766
1.1380E15     0.0000E00    1.5332E-10   5.0919E-12    57172.244884    57172.248522
1.4770E15     0.0000E00    1.4988E-10   4.9777E-12    57172.237477    57172.241063
1.4770E15     0.0000E00    1.2816E-10   4.2563E-12    57130.121586    57130.125171
1.3440E15     0.0000E00    2.2876E-10   7.5976E-12    57174.034583    57174.038329
1.1380E15     0.0000E00    1.9843E-10   6.5900E-12    57174.038449    57174.042271
1.4770E15     0.0000E00    2.2066E-10   7.3288E-12    57174.030718    57174.034463
1.3440E15     0.0000E00    1.8172E-10   6.0351E-12    57162.923079    57162.926744
1.4770E15     0.0000E00    1.7208E-10   5.7153E-12    57127.259294    57127.263278
1.3440E15     0.0000E00    2.2253E-10   8.6804E-12    57137.064954    57137.067161
1.3440E15     0.0000E00    1.8005E-10   5.9797E-12    57176.43787    57176.442003
1.3440E15     0.0000E00    1.8509E-10   6.1473E-12    57171.901308    57171.905099
1.1380E15     0.0000E00    1.6054E-10   5.3320E-12    57171.90522    57171.908936
1.1380E15     0.0000E00    1.4374E-10   4.7740E-12    57167.916458    57167.927394
1.1380E15     0.0000E00    1.5473E-10   5.1390E-12    57176.44213    57176.445744
1.1380E15     0.0000E00    1.2405E-10   4.1199E-12    57511.938773    57511.942273
1.4770E15     0.0000E00    1.3544E-10   4.4982E-12    57509.943194    57509.946826
1.3440E15     0.0000E00    1.4433E-10   4.7939E-12    57509.946933    57509.950564
